data1,data2
A919184,435785
A962700,479301
A973790,490391
A941145,457747
A944004,460606
A956902,473504
A967129,483731
A975717,492319
A998875,515477
A913464,430067
A915161,431764
A959057,475660
A976384,492987
A920950,437554
A925468,442072
A926323,442927
A929494,446098
A941025,457629
A941709,458313
A989755,506359
A909553,426159
A936879,453485
A937222,453828
A943627,460233
A945628,462234
A955778,472384
A965255,481861
A966179,482785
A988604,505210
A966550,483157
A930140,446748
A951215,467823
A977270,493878
A983000,499608
A949770,466379
A957701,474310
A971890,488499
A910626,427237
A937359,453970
A954208,470819
A954397,471008
A997237,513848
A908569,425181
A945273,461885
A979284,495896
A909637,426250
A915507,432120
A925559,442172
A926390,443003
A917137,433751
A940216,456830
A941854,458468
A961653,478267
A962044,478658
A966222,482836
A968558,485172
A942271,458886
A971499,488114
A996055,512670
A905378,421994
A954044,470660
A959652,476268
A966191,482807
A975231,491847
A982974,499590
A990602,507218
A996598,513214
A923764,440381
A924712,441329
A963257,479874
A936196,452814
A959780,476398
A961329,477947
A939961,456580
A965084,481703
A973404,490023
A927667,444287
A932761,449381
A963712,480332
A966403,483023
A998822,515442
A909603,426224
A931026,447647
A936597,453218
A961969,478590
A966338,482959
A971010,487631
A913069,429691
A937446,454068
A995249,511871
A998511,515133
A923562,440185
A929299,445922
A933026,449649
A936261,452884
A949081,465704
A951168,467791
A953311,469934
A954027,470650
A990185,506808
A930138,446762
A933796,450420
A974049,490673
A906357,422982
A920718,437343
A925531,442156
A926217,442842
A932543,449168
A946168,462793
A954449,471074
A969696,486321
A921991,438617
A926226,442852
A935772,452398
A944709,461335
A957737,474363
A988239,504865
A911268,427895
A970555,487182
A973198,489825
A908194,424822
A909964,426592
A953316,469944
A978140,494768
A983452,500080
A986196,502824
A924425,441054
A977908,494537
A993797,510426
A928858,445488
A940513,457143
A960807,477437
A989452,506082
A918289,434920
A922233,438864
A956707,473338
A965504,482135
A906480,423112
A909551,426183
A932867,449499
A936359,452991
A948226,464858
A985194,501826
A991590,508222
A922838,439471
A955760,472393
A960317,476950
A963700,480333
A980974,497607
A984519,501152
A990858,507491
A925237,441871
A928784,445418
A938295,454929
A960061,476695
A983032,499666
A984646,501280
A989166,505800
A907503,424138
A924129,440764
A947233,463868
A925487,442123
A929000,445636
A950099,466735
A956163,472799
A988937,505573
A987764,504401
A992155,508792
A992208,508845
A913156,429794
A914763,431401
A989603,506241
A983285,499924
A949792,466432
A978395,495035
A942950,459591
A970761,487402
A913956,430598
A941103,457745
A942842,459484
A959721,476363
A969071,485713
A992298,508940
A918128,434771
A952876,469519
A967227,483870
A967827,484470
A969299,485942
A980968,497611
A931859,448504
A935442,452087
A937831,454476
A975563,492208
A908434,425080
A937862,454508
A947771,464417
A965100,481746
A990457,507103
A905812,422459
A910689,427336
A912312,428959
A944010,460657
A990385,507032
A916994,433642
A924571,441219
A954729,471377
A971166,487814
A986075,502723
A986611,503259
A908769,425418
A928985,445634
A976227,492876
A978674,495323
A979469,496118
A986634,503283
A990048,506697
A913382,430032
A930365,447015
A966647,483297
A984371,501021
A994277,510927
A929548,446199
A937271,453922
A975514,492165
A985555,502206
A968895,485547
A969471,486123
A909446,426099
A915647,432300
A925380,442033
A958636,475289
A967730,484383
A974294,490947
A994874,511527
A912689,429343
A913996,430650
A914423,431077
A929866,446520
A940239,456893
A941165,457819
A978450,495104
A932700,449355
A936777,453432
A937847,454502
A952320,468975
A970119,486774
A972027,488682
A973866,490521
A981863,498518
A990667,507322
A922965,439621
A927387,444043
A942420,459076
A957941,474597
A977770,494426
A985154,501810
A929913,446570
A931972,448629
A951096,467753
A959993,476650
A974547,491204
A988191,504848
A993480,510137
A905495,422153
A917931,434589
A922713,439371
A943623,460281
A961721,478379
A977973,494631
A996572,513230
A914293,430952
A928109,444768
A940271,456930
A947897,464556
A948807,465466
A954670,471329
A960422,477081
A962441,479100
A992474,509133
A992818,509477
A993860,510519
A929946,446606
A949809,466469
A943569,460230
A954035,470696
A980274,496935
A982617,499278
A907950,424612
A910039,426701
A918418,435080
A921253,437915
A925633,442295
A938642,455304
A939710,456372
A940486,457148
A963307,479969
A974924,491586
A995797,512459
A916356,433019
A927809,444472
A974963,491626
A993471,510134
A907799,424463
A932335,448999
A954099,470763
A909418,426083
A928439,445104
A957150,473815
A975403,492068
A980126,496791
A984000,500665
A990344,507009
A911823,428489
A927971,444637
A929236,445902
A934675,451341
A938202,454868
A942935,459601
A945810,462476
A959604,476270
A964811,481477
A966548,483214
A912365,429033
A912430,429098
A919171,435839
A925828,442496
A927914,444582
A980432,497100
A991076,507744
A913484,430153
A915168,431837
A932221,448890
A942697,459366
A993675,510344
A998223,514892
A998368,515037
A977428,494098
A995573,512243
A904819,421490
A907958,424629
A908839,425510
A916783,433454
A930586,447257
A931384,448055
A958378,475049
A965257,481928
A972944,489615
A979695,496366
A984773,501444
A995914,512585
A914473,431145
A925723,442395
A935137,451809
A949715,466387
A962835,479507
A914171,430844
A914638,431311
A919148,435821
A943796,460469
A985379,502052
A919882,436556
A920286,436960
A920611,437285
A967349,484023
A967829,484503
A968941,485615
A977500,494174
A985210,501884
A991569,508243
A905240,421915
A921845,438520
A926603,443278
A943647,460322
A915303,431979
A940586,457262
A952838,469514
A908563,425240
A942308,458985
A955184,471861
A997872,514549
A929280,445958
A929572,446250
A941373,458051
A964216,480894
A964738,481416
A986148,502826
A988595,505273
A989687,506365
A919537,436216
A921373,438052
A975279,491958
A913121,429801
A918820,435500
A921851,438531
A924267,440947
A950833,467513
A955088,471768
A909393,426074
A925283,441964
A928812,445493
A974909,491590
A994665,511346
A909730,426412
A952850,469532
A958193,474875
A991016,507698
A915514,432197
A921659,438342
A949069,465752
A972137,488820
A991103,507786
A907000,423684
A923777,440461
A932914,449598
A945011,461696
A948279,464964
A961277,477962
A927877,444563
A983355,500041
A993623,510309
A938696,455383
A959092,475779
A963032,479719
A973968,490655
A927561,444249
A913053,429742
A935231,451920
A964185,480874
A974888,491577
A977618,494307
A994638,511327
A996502,513191
A966279,482969
A906989,423680
A909035,425726
A915240,431931
A933374,450065
A949575,466266
A957978,474669
A984560,501251
A991073,507764
A914571,431263
A939228,455920
A990112,506804
A990836,507528
A998747,515439
A921744,438437
A936127,452820
A942342,459035
A914324,431018
A923059,439753
A938932,455626
A952840,469534
A975795,492489
A924803,441498
A927673,444368
A956239,472934
A961171,477866
A991896,508591
A943695,460391
A953736,470432
A958750,475446
A966975,483671
A972181,488877
A907937,424634
A919453,436150
A923383,440080
A976253,492950
A917830,434528
A932414,449112
A939012,455710
A945223,461921
A946360,463058
A973365,490063
A912069,428768
A924207,440906
A931530,448229
A931577,448276
A938188,454887
A988217,504916
A926598,443298
A934653,451353
A915454,432155
A946309,463010
A991071,507772
A908607,425309
A909937,426639
A955187,471889
A929082,445785
A934275,450978
A970205,486908
A953771,470475
A967697,484401
A968251,484955
A924863,441568
A982832,499537
A988200,504905
A935169,451875
A959389,476095
A916480,433187
A924455,441162
A925170,441877
A951600,468307
A961751,478458
A910256,426964
A916912,433620
A958051,474759
A981412,498120
A908440,425149
A921162,437871
A928802,445511
A942458,459167
A966130,482839
A923168,439878
A933881,450591
A938194,454904
A955193,471903
A968233,484943
A970105,486815
A924533,441244
A940873,457584
A989718,506429
A911100,427812
A921436,438148
A929287,445999
A932974,449686
A938374,455086
A951743,468455
A957451,474163
A963973,480685
A996752,513464
A949432,466145
A933915,450629
A967747,484461
A968252,484966
A968330,485044
A906274,422989
A909127,425842
A916991,433706
A919421,436136
A920906,437621
A928322,445037
A940325,457040
A965897,482612
A993697,510412
A997644,514359
A904869,421585
A925930,442646
A905870,422587
A919133,435850
A923507,440224
A942449,459166
A990233,506950
A908802,425520
A940742,457460
A942695,459413
A956884,473602
A969861,486579
A977711,494429
A989268,505986
A997742,514460
A940059,456778
A904732,421452
A908258,424978
A956587,473307
A964089,480809
A913917,430638
A918863,435584
A937188,453909
A990485,507206
A927759,444481
A938396,455118
A963263,479985
A978731,495453
A920796,437519
A941429,458152
A954103,470826
A977359,494082
A983875,500598
A994313,511036
A998193,514916
A907129,423853
A921825,438549
A931235,447959
A962558,479282
A963396,480120
A979894,496618
A982885,499609
A992948,509672
A911484,428209
A948155,464880
A970312,487037
A970667,487392
A917225,433951
A917493,434219
A925649,442375
A953868,470594
A963045,479771
A964541,481267
A979144,495870
A921587,438314
A923996,440723
A942780,459507
A957921,474648
A919602,436330
A923342,440070
A923833,440561
A926701,443429
A950389,467117
A962157,478885
A963909,480637
A977659,494387
A995402,512130
A918157,434886
A923674,440403
A943481,460210
A947854,464583
A962298,479027
A965000,481729
A965921,482650
A966721,483450
A972491,489220
A905314,422044
A910080,426810
A914210,430940
A950530,467260
A960392,477122
A971148,487878
A987193,503923
A908514,425245
A986054,502785
A904694,421426
A931214,447946
A961933,478665
A973139,489871
A975911,492643
A996388,513120
A905644,422377
A929303,446036
A932396,449129
A941403,458136
A954959,471692
A957035,473768
A979240,495973
A951816,468550
A908217,424952
A924960,441695
A928196,444931
A930741,447476
A936491,453226
A906386,423122
A924277,441013
A930341,447077
A964270,481006
A979476,496212
A905328,422065
A954371,471109
A989783,506521
A906732,423471
A916650,433389
A949872,466611
A977900,494639
A991753,508492
A997140,513879
A934903,451643
A972118,488858
A973466,490206
A977834,494574
A978170,494910
A930078,446819
A972750,489491
A973495,490236
A993845,510586
A909978,426720
A912092,428834
A914060,430802
A918930,435672
A941460,458202
A941582,458324
A948136,464878
A956817,473559
A958934,475676
A979019,495761
A981464,498206
A985758,502500
A985887,502629
A996084,512826
A939246,455989
A948530,465273
A952415,469158
A961046,477789
A964605,481348
A974630,491373
A981048,497791
A981732,498475
A985876,502619
A996416,513159
A906180,422924
A910444,427188
A912658,429402
A913194,429938
A918417,435161
A967359,484103
A993613,510357
A921760,438505
A948244,464989
A957467,474212
A981760,498505
A962270,479016
A930270,447017
A944773,461520
A950066,466813
A990282,507029
A997668,514415
A924302,441050
A928256,445004
A931238,447986
A935716,452464
A949390,466138
A951996,468744
A959046,475794
A959234,475982
A968128,484876
A972586,489334
A974409,491157
A977999,494747
A990153,506901
A910571,427320
A917531,434280
A921922,438671
A922782,439531
A930476,447225
A940448,457197
A946648,463397
A957151,473900
A961023,477772
A971147,487896
A971981,488730
A973885,490634
A988282,505031
A962483,479233
A975920,492670
A934101,450852
A952209,468960
A952300,469051
A971902,488653
A907023,423775
A919517,436269
A934792,451544
A936178,452930
A942135,458887
A958915,475667
A962737,479489
A967528,484280
A969239,485991
A975306,492058
A979684,496436
A979947,496699
A988902,505654
A994402,511154
A927284,444037
A935378,452131
A941463,458216
A956420,473173
A985906,502659
A906969,423723
A923350,440104
A949025,465779
A951943,468697
A960474,477228
A989170,505924
A906526,423281
A923198,439953
A942505,459260
A958237,474992
A963665,480420
A963913,480668
A965470,482225
A984510,501265
A937173,453929
A944212,460968
A947990,464746
A970475,487231
A946027,462784
A967573,484330
A987475,504232
A988087,504844
A988638,505395
A990226,506983
A994583,511340
A908366,425124
A945884,462642
A946064,462822
A955986,472744
A977294,494052
A995530,512288
A996839,513597
A915518,432277
A964480,481239
A972785,489544
A913712,430472
A925233,441993
A935563,452323
A969084,485844
A933261,450022
A934877,451638
A907601,424363
A947164,463926
A978389,495151
A979956,496718
A980560,497322
A980807,497569
A992233,508995
A905777,422540
A914661,431424
A916967,433730
A917768,434531
A918702,435465
A940762,457525
A950184,466948
A952713,469477
A980357,497121
A988991,505755
A987499,504264
A968020,484787
A905095,421863
A912691,429459
A919008,435776
A922755,439523
A945046,461814
A960523,477291
A960887,477655
A981892,498660
A994644,511412
A906320,423089
A926442,443211
A975046,491815
A982256,499025
A911115,427885
A911495,428265
A915056,431826
A984806,501576
A990984,507754
A916950,433721
A925992,442763
A951891,468662
A933434,450206
A948411,465183
A962499,479271
A915670,432443
A948183,464956
A978680,495453
A912135,428909
A927388,444162
A941758,458532
A951272,468046
A979008,495782
A987406,504180
A916893,433668
A918809,435584
A928303,445078
A997161,513936
A906090,422866
A943024,459800
A957961,474737
A981208,497984
A931004,447781
A972627,489404
A982587,499364
A905357,422135
A973059,489837
A923430,440209
A940108,456887
A997547,514326
A905537,422317
A908477,425257
A917112,433892
A930377,447158
A933512,450293
A940582,457363
A943782,460563
A946074,462855
A946179,462960
A952822,469603
A955773,472554
A965546,482327
A989576,506357
A913504,430286
A916801,433583
A925195,441977
A925851,442633
A941763,458546
A966671,483454
A980376,497160
A914122,430907
A924292,441077
A928643,445428
A989601,506386
A910481,427267
A919734,436520
A921280,438066
A940869,457655
A957829,474615
A959349,476135
A959591,476377
A975597,492383
A910296,427084
A953175,469963
A987208,503996
A992160,508948
A908763,425552
A916547,433336
A921729,438518
A953570,470359
A913248,430038
A922036,438826
A926292,443082
A946402,463192
A956838,473628
A973923,490713
A983267,500057
A977510,494301
A989491,506282
A909501,426293
A922433,439225
A926755,443547
A960276,477068
A965671,482463
A971231,488023
A983840,500632
A908113,424906
A917571,434364
A921718,438511
A941642,458435
A948114,464907
A950452,467245
A965518,482311
A981587,498380
A993633,510426
A994777,511570
A998349,515142
A935652,452446
A938867,455661
A946169,462963
A967026,483820
A943022,459817
A946326,463121
A955298,472093
A979142,495937
A979892,496687
A994055,510850
A998539,515334
A910032,426828
A913850,430646
A920766,437562
A924859,441655
A943653,460449
A945269,462065
A945734,462530
A947763,464559
A957571,474367
A978441,495237
A996849,513645
A919066,435863
A936240,453037
A964673,481470
A972862,489659
A979023,495820
A981675,498472
A987172,503969
A997896,514693
A932033,448831
A957182,473980
A912046,428845
A921715,438514
A927694,444493
A949852,466651
A953014,469813
A960224,477023
A963128,479927
A962591,479391
A946723,463524
A991233,508034
A916328,433130
A966681,483484
A970493,487296
A993260,510063
A915898,432702
A920119,436923
A934326,451130
A957896,474700
A973317,490121
A983406,500210
A998164,514969
A920791,437597
A922953,439759
A958379,475185
A966124,482930
A990183,506989
A996861,513667
A905941,422748
A924887,441694
A928878,445685
A948955,465762
A954623,471430
A998373,515180
A998960,515767
A913425,430233
A917744,434552
A922422,439230
A934428,451236
A938610,455418
A951800,468608
A967064,483872
A998911,515719
A906375,423184
A929706,446515
A930472,447281
A935800,452609
A966608,483417
A983337,500146
A988422,505231
A923633,440443
A941857,458667
A945498,462308
A984580,501390
A935700,452511
A940783,457594
A949291,466102
A969638,486449
A976137,492948
A982812,499623
A983733,500544
A919513,436325
A920795,437607
A923287,440099
A935097,451909
A958956,475768
A977465,494277
A988121,504934
A997148,513961
A922288,439102
A928650,445464
A938525,455339
A958732,475546
A968004,484818
A968958,485772
A984904,501718
A987481,504295
A906792,423607
A956912,473727
A975411,492226
A984572,501387
A986055,502870
A929541,446359
A951986,468804
A985120,501938
A989044,505862
A938297,455116
A950775,467594
A968054,484873
A970344,487163
A970375,487194
A985528,502347
A987456,504275
A991336,508155
A907047,423867
A918790,435610
A918945,435765
A922602,439422
A942027,458847
A986648,503468
A995636,512456
A911131,427952
A941831,458652
A972673,489494
A988864,505685
A976512,493334
A996054,512876
A928950,445773
A929203,446026
A938694,455517
A954005,470828
A963911,480734
A921626,438450
A922835,439659
A929111,445935
A940963,457787
A945865,462689
A951001,467825
A956953,473777
A979458,496282
A965824,482649
A966224,483049
A972344,489169
A992170,508995
A963418,480244
A981123,497949
A934516,451343
A939129,455956
A946663,463490
A959272,476099
A983609,500436
A998279,515106
A944916,461745
A954552,471381
A991742,508571
A913905,430735
A915063,431893
A932158,448988
A941261,458091
A942208,459038
A943100,459930
A960849,477679
A918562,435393
A925123,441954
A928648,445479
A950563,467394
A963216,480047
A989471,506302
A994319,511150
A905037,421869
A931687,448519
A955868,472700
A960873,477705
A946739,463572
A952976,469809
A905478,422312
A930125,446959
A940609,457443
A957408,474242
A966738,483572
A979496,496331
A928090,444926
A954892,471728
A970404,487240
A996076,512912
A934138,450975
A908655,425493
A910252,427090
A920956,437794
A921681,438519
A922461,439299
A933847,450685
A995433,512271
A954124,470963
A975338,492177
A917700,434540
A940393,457233
A956285,473125
A991234,508074
A994786,511626
A906664,423505
A940851,457692
A942195,459037
A906865,423708
A911811,428654
A943090,459933
A955629,472472
A906168,423013
A911782,428627
A918126,434971
A921720,438565
A922112,438957
A924061,440906
A953597,470442
A929737,446583
A932092,448938
A944620,461466
A949091,465937
A961228,478074
A963111,479957
A980832,497678
A995959,512805
A905720,422567
A912332,429179
A922678,439525
A940837,457684
A972031,488878
A984955,501802
A991468,508315
A915290,432138
A929616,446464
A932917,449765
A937958,454806
A945080,461928
A979113,495961
A988557,505405
A915685,432534
A954568,471417
A963509,480358
A988536,505385
A994863,511712
A935357,452207
A940765,457615
A950393,467243
A965642,482492
A970833,487683
A991186,508036
A994970,511820
A926099,442950
A962055,478906
A913725,430577
A932741,449593
A937785,454637
A938530,455382
A959200,476052
A962860,479712
A971325,488177
A987194,504046
A995221,512073
A931895,448748
A942479,459332
A958689,475542
A971812,488665
A976003,492856
A980145,496998
A924657,441511
A931319,448173
A939738,456592
A946002,462856
A993104,509958
A997550,514404
A938883,455738
A970688,487543
A905330,422186
A971125,487981
A934414,451271
A912935,429793
A914801,431659
A917772,434630
A927035,443893
A970164,487022
A972976,489834
A974574,491432
A992017,508875
A952011,468870
A960018,476877
A963627,480486
A910412,427272
A952005,468865
A982145,499005
A991685,508545
A925022,441883
A928567,445428
A932873,449734
A946874,463735
A983631,500492
A988692,505553
A916082,432944
A958818,475680
A981132,497994
A928145,445008
A941412,458275
A975060,491923
A921337,438201
A925322,442186
A969093,485957
A974068,490932
A928917,445782
A942424,459289
A909208,426074
A920357,437223
A921920,438786
A924818,441684
A937133,453999
A943059,459925
A954007,470873
A965436,482302
A982189,499055
A983001,499867
A985939,502805
A990924,507790
A911492,428359
A911617,428484
A924626,441493
A948768,465635
A975405,492272
A981169,498036
A997563,514430
A907930,424798
A923394,440262
A936504,453372
A979115,495983
A985870,502738
A990735,507603
A908601,425470
A917911,434780
A921829,438698
A941821,458690
A947053,463922
A990329,507198
A917222,434092
A984253,501123
A917774,434645
A936991,453862
A978000,494871
A983202,500073
A914977,431849
A950786,467658
A977460,494332
A906010,422883
A990648,507521
A993581,510454
A935902,452777
A938130,455005
A965200,482075
A983706,500581
A987452,504327
A995073,511948
A910793,427669
A952742,469618
A966893,483769
A934500,451378
A936015,452893
A986626,503504
A929604,446483
A931907,448786
A945911,462790
A980094,496973
A987785,504664
A920486,437366
A932824,449704
A959340,476220
A976744,493624
A978627,495507
A920350,437231
A925699,442580
A993476,510357
A955007,471889
A983756,500638
A995299,512181
A908705,425588
A922718,439601
A952658,469541
A980087,496970
A985183,502066
A909049,425933
A916191,433075
A959139,476023
A962675,479559
A973275,490159
A981476,498360
A990368,507252
A934704,451589
A937561,454446
A959508,476393
A963625,480510
A988412,505297
A951679,468565
A970562,487448
A946664,463551
A946959,463846
A952886,469773
A989896,506783
A955538,472426
A957484,474372
A972105,488993
A920851,437740
A922130,439019
A910938,427828
A919346,436236
A979761,496652
A985173,502064
A985626,502517
A914364,431256
A924738,441630
A980117,497009
A992131,509023
A908923,425816
A912014,428907
A912289,429182
A931104,447997
A924268,441162
A929064,445958
A930789,447683
A939472,456366
A942617,459511
A950691,467585
A954213,471107
A973539,490433
A934266,451161
A958007,474902
A968658,485553
A984163,501058
A927115,444011
A907539,424436
A932760,449657
A935339,452236
A952616,469513
A974732,491629
A979427,496324
A980312,497209
A965986,482884
A984261,501159
A988204,505102
A988876,505774
A994541,511440
A994589,511488
A995702,512601
A923347,440247
A918669,435570
A927180,444081
A962443,479344
A993636,510537
A926536,443438
A953274,470176
A905452,422355
A910893,427796
A918502,435405
A929295,446198
A934745,451648
A936645,453548
A936850,453753
A954187,471090
A958031,474934
A961958,478861
A968377,485280
A977679,494582
A979099,496002
A988219,505122
A926877,443781
A935366,452270
A973383,490287
A909500,426406
A941481,458387
A908237,425144
A911158,428065
A914119,431027
A938400,455308
A947265,464173
A913421,430330
A914178,431087
A917291,434200
A924655,441564
A925055,441964
A928561,445470
A950679,467588
A912396,429306
A948376,465286
A951502,468412
A957511,474421
A987505,504415
A990312,507222
A998865,515775
A907964,424875
A933581,450492
A968879,485790
A991204,508115
A938928,455840
A943776,460688
A911932,428845
A907926,424840
A923804,440718
A946118,463032
A951352,468266
A987866,504780
A992364,509278
A996474,513388
A908430,425345
A909685,426600
A913985,430900
A918433,435348
A961445,478360
A977784,494699
A991715,508630
A923548,440464
A932512,449428
A934696,451612
A984610,501526
A929219,446136
A945415,462332
A959981,476898
A963998,480915
A981603,498520
A993160,510077
A907888,424806
A908017,424935
A940473,457391
A968223,485141
A970702,487620
A940605,457524
A975500,492419
A935585,452505
A941890,458810
A950804,467724
A952163,469083
A963088,480008
A979074,495994
A995543,512463
A908566,425487
A921412,438333
A935022,451943
A962382,479303
A974614,491535
A906827,423749
A910180,427102
A910895,427817
A915550,432472
A922625,439547
A941864,458786
A953612,470534
A966061,482983
A976239,493161
A906659,423582
A912492,429415
A928772,445695
A942109,459032
A942386,459309
A965680,482603
A975991,492914
A987306,504229
A929439,446363
A944543,461467
A964634,481558
A988306,505230
A990445,507369
A908198,425123
A913255,430180
A920111,437036
A987603,504528
A997665,514590
A933456,450382
A960629,477555
A997401,514327
A926289,443216
A931189,448116
A920215,437143
A954450,471378
A963821,480749
A910203,427132
A916496,433425
A917972,434902
A971880,488810
A941506,458437
A957721,474652
A962129,479060
A966516,483447
A970273,487204
A978425,495356
A935860,452792
A949690,466622
A961766,478698
A907658,424591
A955953,472886
A992143,509076
A958730,475664
A920292,437227
A941067,458002
A996250,513185
A914928,431864
A929534,446470
A942839,459775
A946384,463320
A955755,472691
A985010,501946
A911316,428253
A933486,450423
A968033,484970
A991920,508857
A913628,430566
A919226,436164
A921816,438754
A944054,460992
A957139,474077
A973070,490008
A984287,501225
A918509,435448
A924611,441550
A935796,452735
A953860,470799
A954405,471344
A989392,506331
A993008,509947
A997817,514756
A913617,430557
A931318,448258
A964431,481371
A974448,491388
A974797,491737
A917362,434303
A924218,441159
A960667,477608
A970183,487124
A970591,487532
A996500,513441
A963286,480228
A977085,494027
A987561,504503
A989502,506444
A994882,511824
A996952,513894
A906757,423700
A910109,427052
A919327,436270
A953485,470428
A962348,479291
A930936,447880
A938868,455812
A945392,462336
A959300,476244
A970883,487827
A979511,496455
A981755,498699
A990063,507007
A992106,509050
A998389,515333
A919108,436053
A920009,436954
A935377,452322
A938560,455505
A945774,462719
A916872,433818
A922334,439280
A955322,472268
A961302,478248
A963542,480488
A975183,492129
A978901,495847
A984674,501620
A927872,444819
A929129,446076
A981826,498773
A918565,435513
A934824,451773
A964542,481491
A980937,497886
A995455,512404
A965415,482365
A905800,422751
A924769,441720
A956481,473432
A963614,480565
A915910,432862
A946709,463661
A973063,490015
A975205,492157
A905916,422869
A935693,452646
A945742,462695
A972356,489309
A952520,469474
A959078,476032
A968822,485776
A995151,512105
A910130,427085
A922465,439420
A928048,445003
A937496,454451
A944415,461371
A932858,449815
A935149,452106
A946343,463300
A975347,492304
A915427,432385
A959905,476863
A960160,477118
A976410,493368
A905256,422215
A917464,434423
A919121,436080
A923029,439988
A929585,446544
A963985,480944
A969201,486160
A976449,493408
A926844,443804
A933995,450955
A906489,423450
A907586,424547
A910494,427455
A962151,479112
A966396,483357
A973825,490786
A912213,429175
A928076,445038
A930602,447564
A940235,457197
A946786,463748
A950057,467019
A915163,432126
A940542,457505
A975058,492021
A924091,441055
A936378,453342
A947131,464095
A954491,471455
A968843,485807
A976276,493240
A985839,502803
A906599,423564
A914727,431692
A916204,433169
A951047,468012
A984101,501066
A985703,502668
A925362,442328
A934911,451877
A963440,480406
A998238,515204
A935957,452924
A997083,514050
A908816,425785
A928194,445163
A935305,452274
A957435,474404
A960472,477441
A956646,473616
A960839,477809
A962900,479870
A971128,488098
A992600,509570
A920144,437115
A920325,437296
A934662,451633
A940733,457704
A951068,468039
A954709,471680
A917450,434422
A921942,438914
A921943,438915
A929903,446875
A933188,450160
A964129,481101
A931857,448830
A947495,464468
A951999,468972
A965178,482151
A971821,488794
A975112,492085
A977670,494643
A918693,435667
A963732,480706
A936953,453928
A979242,496217
A979526,496501
A996840,513815
A929985,446961
A935492,452468
A936849,453825
A939212,456188
A967284,484260
A971658,488634
A989690,506666
A992421,509397
A908915,425892
A951201,468178
A975921,492898
A906229,423207
A908676,425654
A910912,427890
A913218,430196
A914106,431084
A920005,436983
A923946,440924
A941790,458768
A944112,461090
A947905,464883
A948443,465421
A958552,475530
A968642,485620
A907944,424923
A919790,436769
A934059,451038
A951261,468240
A961452,478431
A979386,496365
A921623,438603
A942574,459554
A989563,506543
A905450,422431
A919703,436684
A921675,438656
A935603,452584
A985985,502966
A992678,509659
A933577,450559
A942941,459923
A947360,464342
A908006,424989
A918061,435044
A944084,461067
A917539,434523
A948657,465641
A925659,442644
A926667,443652
A944107,461092
A944660,461645
A948581,465566
A956795,473780
A966708,483693
A932168,449154
A944910,461896
A978781,495767
A939612,456599
A949775,466762
A957172,474159
A977600,494587
A977732,494719
A987370,504357
A911089,428077
A915236,432224
A934700,451688
A942078,459066
A959477,476465
A980889,497877
A933948,450937
A950560,467549
A966024,483013
A975712,492701
A982088,499077
A985606,502595
A924673,441663
A938272,455262
A939181,456171
A941500,458490
A964041,481031
A908931,425922
A933643,450634
A939273,456264
A977936,494927
A978220,495211
A983433,500424
A923405,440397
A923455,440448
A923839,440832
A941172,458165
A959167,476160
A982081,499074
A982921,499914
A991461,508454
A993064,510057
A927114,444108
A953767,470761
A988162,505156
A905580,422575
A926172,443167
A949883,466878
A958463,475458
A963520,480515
A973135,490130
A988484,505479
A939573,456569
A956935,473931
A973901,490897
A984086,501082
A913238,430235
A913828,430825
A915463,432460
A918180,435177
A938949,455946
A942173,459170
A946532,463529
A981540,498537
A984380,501377
A997751,514748
A912126,429124
A916194,433192
A920959,437957
A929456,446454
A969000,485998
A930023,447022
A978628,495627
A913063,430063
A940973,457973
A948161,465161
A972995,489995
A990280,507280
A956932,473933
A958412,475413
A975858,492859
A983186,500187
A983188,500189
A923604,440606
A934532,451534
A963532,480534
A975407,492409
A990903,507905
A904912,421915
A952111,469114
A960133,477136
A915331,432335
A920478,437482
A924666,441670
A930716,447720
A964317,481321
A984551,501555
A919292,436297
A924861,441866
A942596,459601
A956288,473293
A971237,488242
A980086,497091
A990554,507559
A991125,508130
A932532,449538
A947531,464537
A993813,510819
A993907,510913
A913492,430499
A920000,437007
A921631,438638
A934279,451286
A947339,464346
A949532,466539
A955635,472642
A959676,476683
A933208,450216
A937597,454605
A964143,481151
A965833,482841
A972729,489737
A985760,502768
A994557,511565
A912894,429903
A918881,435890
A939126,456135
A960366,477375
A966915,483924
A976035,493044
A976555,493564
A981722,498731
A991502,508511
A940306,457316
A941381,458391
A951306,468316
A957101,474111
A988259,505269
A925661,442672
A928496,445507
A931618,448629
A911888,428900
A948509,465521
A965557,482569
A975734,492746
A976264,493276
A991165,508177
A921215,438228
A924881,441894
A948656,465669
A959802,476815
A924010,441024
A947888,464902
A969076,486090
A986926,503940
A930913,447928
A942493,459508
A975033,492048
A925206,442222
A934810,451826
A938500,455516
A939874,456890
A947966,464982
A993487,510503
A908841,425858
A922768,439785
A926035,443052
A946982,463999
A948309,465326
A948700,465717
A951628,468645
A966587,483604
A985879,502896
A997128,514145
A908530,425548
A928410,445429
A929795,446814
A951777,468796
A952878,469897
A926345,443365
A930019,447039
A975539,492559
A987207,504227
A990422,507442
A925548,442569
A937791,454812
A952701,469723
A955567,472589
A979555,496577
A983386,500408
A983408,500430
A988499,505521
A988972,505994
A987926,504949
A993587,510610
A946809,463833
A951849,468873
A962633,479657
A981011,498035
A915439,432464
A941858,458883
A948453,465478
A964640,481665
A968535,485560
A968752,485777
A974150,491175
A980540,497565
A953406,470432
A996254,513280
